date_seen,time_seen,latitude,longitude,no_sighted,data_source_id,data_source_comments
2024-10-07,0:52:00,47.74057,-122.45049,25,211112,"[Orca Network] J Pod leaders quickly southbound, group of males trailing them (Ariel Yseth)"
2024-10-07,1:09:00,47.75242,-122.45223,25,211113,"[Orca Network] Members of J Pod southbound (Levi Sawyers, Heather Paar)"
2024-10-07,1:42:00,47.72212,-122.4871,25,211116,"[Orca Network] J Pod southbound, spread out north and south (Levi Sawyers)"
2024-10-07,15:38:00,47.82098,-122.43976,25,211129,"[Orca Network] presume Jpod who was heard earlier on the sunset bay hydro, group moving westbound (Mike Ferdinandi)"
2024-10-07,16:02:00,47.85462,-122.48028,25,211131,"[Orca Network] Likely Jpod, some heard near shore at Eglon (Melissa Peterson)"
2024-10-07,16:50:00,47.87696,-122.4741,25,211134,"[Orca Network] Likely Jpod spread out, hearing whale blows but no visual due to fog (Melissa Peterson)"
2024-10-07,17:50:00,47.90881,-122.48186,25,211157,"[Orca Network] presume Jpod, spread out, foraging with directional changes (Jim Pasola)"
2024-10-07,18:15:00,47.91502,-122.47774,25,211158,"[Orca Network] presume Jpod, spread out, slight trend northward (Jim Pasola)"
2024-10-07,19:07:00,47.96264,-122.55611,25,211163,[Orca Network] J pod northbound (Sarah Geist)
2024-10-07,19:20:00,47.97552,-122.57173,25,211165,"[Orca Network] J pod northbound, some porpoising, some foraging (Rachel Haight)"
2024-10-07,19:33:00,47.96724,-122.58323,25,211166,[Orca Network] J pod northbound (Sarah Geist)
2024-10-07,19:58:00,48.00045,-122.61378,25,211169,[Orca Network] J pod northbound (Heidi Bruns Shank)
2024-10-07,20:40:00,48.03674,-122.62511,25,211170,"[Orca Network] J pod northbound spread out, some foraging (Rachel Haight)"
2024-10-07,20:55:00,48.05716,-122.63713,25,211171,[Orca Network] J pod northbound (Missy Main)
2024-10-07,21:10:00,48.08423,-122.6409,25,211174,[Orca Network] J pod heading north/northwest spread out (Rachel Haight)
2024-10-07,21:27:00,48.08561,-122.64382,25,211175,[Orca Network] J pod northbound (Katelyn Schoedl)
2024-10-07,22:00:00,48.10762,-122.65137,25,211176,[Orca Network] J pod northbound (AIS)
2024-10-07,22:30:00,48.12687,-122.68399,25,211179,[Orca Network] J pod northbound (Bonnie Gretz)
2024-10-07,23:10:00,48.14406,-122.69806,25,211180,[Orca Network] J pod northbound (Rachel Haight)
2024-10-07,23:39:00,48.16047,-122.72582,25,211181,[Orca Network] J Pod northbound (Mel Nasby)
2024-10-08,0:32:00,48.19341,-122.77188,25,211182,[Orca Network] J pod northbound (Kourtnee Marr Lindgren)
2024-10-08,15:30:00,48.72463,-123.25832,25,211214,"[WSSJI] J pod calls and orcas seen on Raincoast hydrophone and webcam (Orca Behavior Institute, Fred Horn)"
2024-10-08,17:40:00,48.6661,-123.25093,25,211215,"[WSSJI] J pod, southbound (Orca Behavior Institute)"
2024-10-08,19:10:00,48.58015,-123.21231,25,211213,"[Orcasound] J pod calls, along with clicks, and whistles from 12:10 through 13:50 (human listeners)."
2024-10-08,19:39:45,48.61542,-123.21015,4,211205,
2024-10-08,20:03:00,48.55522,-123.19427,1,211206,"[Orca Network] Orca calls and clicks heard on hydrophone, possible SRKW but not confirmed (Gerald Graham)"
2024-10-08,21:25:00,48.51759,-123.16613,1,211216,"[WSSJI] J26, foraging (Monika Wieland Shields)"
2024-10-08,21:26:00,48.52363,-123.1941,25,211217,[Orca Network] J Pod calls and clicks audible on Lime Kiln hydrophone (Serena Tierra)
2024-10-08,22:08:00,48.47527,-123.11497,25,211218,"[WSSJI] J pod, southeastbound (Jenny Stands Wilson)"
2024-10-08,22:36:00,48.4401,-123.0478,25,211223,[WSSJI] J pod (Jenny Stands Wilson)
2024-10-19,22:24:00,47.88501,-122.44698,25,211594,"[Orca Network] J pod audible on Sunset Bay hydrophone (Rachel Haight, Serena Tierra, Sarah Geist)"
2024-10-19,23:55:00,47.84702,-122.3802,1,211596,quick visual on single female or juvie male off Stamm Overloom close to Edmonds side facing southbound.
2024-10-19,23:55:00,47.84551,-122.38433,25,211597,"[Orca Network] J pod, at least one female or juvenile facing south (Alisa Lemire Brooks)"
2024-10-20,0:45:00,47.86923,-122.40046,2,211598,"[Orca Network] J pod, 2 males facing south (Alisa Lemire Brooks)"
2024-10-20,17:12:00,47.78824,-122.40525,10,211612,"[Orca Network] large group of orcas trending northbound, spread out, some foraging, probable J pod (Alisa Lemire Brooks)"
2024-10-20,17:33:00,47.80691,-122.41503,25,211614,"[Orca Network] J pod northbound, photo confirmed J26 (Bart Rulon, Alisa Lemire Brooks) (ID Bart Rulon)"
2024-10-20,17:49:00,47.83389,-122.41112,25,211616,"[Orca Network] J pod still mostly in two groups close to one another about 1.5- 2miles northwest of north end Edmonds Dive Park, slow resting pace northbound (Alisa Lemire Brooks)"
2024-10-20,18:34:00,47.87513,-122.39991,25,211631,[Orca Network] J Pod foraging (Alisa Lemire Brooks)
2024-10-20,19:00:00,47.85831,-122.43665,25,211634,"[Orca Network] J pod has trended south, continuing to trend south (Alisa Lemire Brooks)"
2024-10-20,19:35:00,47.83514,-122.4085,1,211639,"[Orca Network] J Pod grouped up powering southbound, pushing east as they move south (Alisa Lemire Brooks)"
2024-10-20,20:15:00,47.81429,-122.4158,25,211641,[Orca Network] J pod. Group of 4-6 southbound (D.j. Phelps)
2024-10-20,20:40:00,47.80633,-122.42764,25,211643,[Orca Network] J pod southbound 1.5-2 miles offshore (Alisa Lemire Brooks)
2024-10-20,21:00:00,47.80178,-122.42707,25,211644,[Orca Network] J pod southbound (Alisa Lemire Brooks)
2024-10-20,21:28:00,47.77981,-122.42489,25,211648,[Orca Network] J pod southbound (Justin Goslin)
2024-10-20,21:52:00,47.76527,-122.42661,25,211649,[Orca Network] J pod southbound (Justin Goslin)
2024-10-20,22:40:00,47.74334,-122.43657,25,211651,[Orca Network] J pod southbound (Andrea Schvaneveldt)
2024-10-20,23:59:00,47.8016,-122.44189,25,211663,[Orca Network] J pod. 10-15 orcas reported frolicking (WSF)
2024-10-21,16:02:00,47.62402,-122.46527,25,211672,"[Orca Network] likely Jpod, spotting blows, were previously southbound (Allie Montgomery)"
2024-10-21,16:04:00,47.61627,-122.45858,15,211673,Edit by Alisa LB to SRKW and from land to possition Js reported at this time.
2024-10-21,16:45:00,47.59301,-122.46733,25,211677,"[Orca Network] likley Jpod, possibly northbound (Alexander Simenstad)"
2024-10-21,17:08:00,47.62078,-122.45051,25,211680,"[Orca Network] likely Jpod, northbound (Chelsea Freniere)"
2024-10-21,17:51:00,47.67481,-122.45288,25,211682,"[Orca Network] Jpod, northbound (Sue Surowiec Larkin)"
2024-10-21,19:00:00,47.72886,-122.43534,25,211685,[Orca Network] J pod northbound (Jim Pasola)
2024-10-21,19:25:00,47.77982,-122.42067,25,211686,"[Orca Network] J pod moving with purpose north, spread out (Jim Pasola)"
2024-10-21,19:58:00,47.81362,-122.44972,25,211689,"[Orca Network] J Pod spread out, lots of directional (Rachel Haight)"
2024-10-21,20:06:00,47.84767,-122.43244,25,211690,"[Orca Network] J pod very spread out, directional changes (Rachel Haight)"
2024-10-21,20:35:00,47.86214,-122.41927,25,211692,"[Orca Network] J pod surface active, northbound (Catherine Alvarado Soto)"
2024-10-21,21:10:00,47.85246,-122.43212,25,211693,"[Orca Network] J pod pushing north, northwest, maybe some milling in triangle (Rachel Haight, Scott Veirs)"
2024-10-21,21:26:00,47.86298,-122.45302,25,211694,"[Orca Network] J pod very spread out over a mile or more, lots of direction changes (Rachel Haight)"
2024-10-21,21:45:00,47.89446,-122.48081,25,211695,"[Orca Network] J pod foraging, slow trend north/northwest (Jim Pasola)"
2024-10-21,22:36:00,47.90233,-122.48243,25,211704,"[Orca Network] J pod spread out, some trending east (Candace Gavin)"
2024-10-21,23:03:00,47.89479,-122.47953,25,211709,"[Orca Network] J pod, some grouped up, southbound (Candace Gavin, Rachel Haight, Scott Veirs)"
2024-10-21,23:10:00,47.87609,-122.47342,25,211710,"[Orca Network] J pod spread in two groups, southbound (Rachel Haight)"
2024-10-21,23:52:00,47.85668,-122.43301,25,211730,"[Orca Network] J pod, had been southbound, now appear eastbound (Catherine Alvarado Soto)"
2024-10-22,0:18:00,47.87315,-122.42455,25,211732,"[Orca Network] J pod very spread out in Possession triangle, trend east but lots of directional changes, some surface activity (Rachel Haight, April Janice Basham)"
2024-10-22,1:06:00,47.87883,-122.39735,25,211734,"[Orca Network] J Pod continuing to trend east, northeast, as they forage in the triangle (Alice Thuy Talbot)"
2024-10-22,1:30:00,47.88931,-122.39158,25,211757,"[Orca Network] J pod, northeastbound and foraging (Scott Veirs)"
2024-10-22,15:25:00,47.75127,-122.42085,4,211743,"[Orca Network] Possible Jpod, spread out, 3-4 east side of channel, one mid (Trish Moylan Davis)"
2024-10-22,15:52:00,47.73349,-122.43458,25,211744,"[Orca Network] likely Jpod, spread out, surface active (Trish Moylan Davis)"
2024-10-22,16:45:00,47.69953,-122.46754,25,211749,"[Orca Network] likely Jpod, very spread out, previously southbound (Larry Benesh)"
2024-10-22,17:12:00,47.68127,-122.46548,25,211751,"[Orca Network] likely Jpod, spread out across the channel, southbound (Kimberly Sylvester)"
2024-10-22,17:30:00,47.66856,-122.4696,25,211752,"[Orca Network] likely Jpod, spread out across channel, moving southbound (Sue Surowiec Larkin)"
2024-10-22,18:22:00,47.70702,-122.45036,25,211754,"[Orca Network] Jpod, spread out, northbound (Aja Petee)"
2024-10-22,19:06:00,47.71981,-122.45498,25,211758,"[Orca Network] Jpod, spread out, milling but trending northbound (Olivia Carpenter)"
2024-10-22,19:44:00,47.77185,-122.4398,25,211759,[Orca Network] J Pod quickly northbound (Ashley Alecci Goninan)
2024-10-22,20:01:00,47.80606,-122.42214,25,211761,[Orca Network] J Pod northbound (Deb Cronheim)
2024-10-22,20:15:00,47.82012,-122.42403,25,211762,[Orca Network] J Pod northbound (Kayla Zabecki)
2024-10-22,20:50:00,47.83472,-122.44025,25,211763,[Orca Network] J Pod northbound (Olivia Carpenter)
2024-10-22,21:07:00,47.86605,-122.4169,25,211764,[Orca Network] J Pod trending northeast (Ariel Yseth)
2024-10-22,21:16:00,47.87642,-122.39253,25,211774,"[Orca Network] J pod spread out north to south, foraging, traveling northeast (Serena Tierra)"
2024-10-22,21:35:00,47.87642,-122.39253,25,211776,"[Orca Network] J pod stalled, foraging (Rachel Haight)"
2024-10-22,21:56:00,47.8679,-122.42755,25,211778,"[Orca Network] J Pod spread out, milling, facing north (Nikol Damato)"
2024-10-22,22:23:00,47.87642,-122.39253,25,211777,"[Orca Network] J pod still spread out, milling with directional changes, foraging (Serena Tierra)"
2024-10-22,22:39:00,47.88632,-122.38137,25,211779,"[Orca Network] J Pod spread out, no direction of travel given (Sarah Geist)"
2024-10-22,22:53:00,47.88448,-122.38721,25,211781,"[Orca Networl] J Pod continuing to mill, trending northeast (Serena Tierra, Sarah Geist, Delaney Grieve)"
2024-10-22,23:07:00,47.8953,-122.3754,25,211782,[Orca Network] J pod drifting west (Sarah Geist)
2024-10-22,23:26:00,47.88148,-122.39799,25,211783,[Orca Network] J pod spread out drifting west (Serena Tierra)
2024-10-22,23:41:00,47.87586,-122.41243,25,211784,[Orca Network] J pod southbound (Michele Tosh Brodsky)
2024-10-23,0:20:00,47.85922,-122.44852,25,211785,[Orca Network] J pod southbound (Lori Pinkney)
2024-10-23,1:09:00,47.8483,-122.44149,25,211786,[Orca Network] J pod slowly southbound (Emma Vasilj)
2024-10-23,17:42:00,47.86143,-122.42418,25,211797,"[Orca Network] Jpod, loosely grouped, facing southwest (Jaymi Davidson Garvett)"
2024-10-23,18:03:00,47.85613,-122.4259,25,211798,"[Orca Network] Jpod, trending south (Olivia Carpenter)"
2024-10-23,18:25:00,47.8506,-122.43517,25,211803,"[Orca Network] Jpod, milling (Olivia Carpenter)"
2024-10-23,18:47:00,47.86696,-122.44478,25,211805,"[Orca Network] Jpod, northbound (Tamara Kelley)"
2024-10-23,19:15:00,47.89136,-122.46229,25,211810,"[Orca Network] Jpod, northbound, towards Admiralty (Sarah Geist)"
2024-10-23,20:00:00,47.90275,-122.47211,25,211815,"[Orca Network] J Pod surface active, foraging, stalled with no clear direction of travel (Sarah Geist)"
2024-10-23,21:00:00,47.90229,-122.4693,25,211832,[Orca Network] J Pod foraging (Jim Pasola)
2024-10-23,21:30:00,47.88644,-122.44591,25,211833,"[Orca Network] J Pod spread out, foraging in all directions (Jim Pasola)"
2024-10-23,21:40:00,47.90209,-122.44729,25,211834,[Orca Network] Members of J Pod northbound (Jim Pasola)
2024-10-23,21:51:00,47.93442,-122.4787,25,211835,"[Orca Network] Members of J Pod heading northwest into Admiralty Inlet, more whales spread out behind them (Jim Pasola, Aisha Rashid)"
2024-10-23,22:00:00,47.94109,-122.48454,25,211836,[Orca Network] J Pod traveling northwest (Jayn Goldsen)
2024-10-23,22:10:00,47.9496,-122.5017,25,211837,"[Orca Network] J Pod leaders northbound, others spread out behind them (Jim Pasola)"
2024-10-23,22:15:00,47.95098,-122.56144,25,211838,"[Orca Network] J Pod surface active, direction of travel unclear (Jayn Goldsen)"
2024-10-23,22:20:00,47.9673,-122.49381,25,211839,"[Orca Network] J Pod leaders northbound, others trailing (Jim Pasola)"
2024-10-23,22:40:00,47.95592,-122.5556,25,211841,"[Orca Network] J Pod spread out, northbound (Marilyn Armbruster)"
2024-10-23,23:09:00,47.96535,-122.60298,25,211842,"[Orca Network] J Pod northbound, spread out (Cindi Crowder Rausch)"
2024-10-23,23:25:00,47.9734,-122.61019,25,211843,"[Orca Network] J Pod northbound, spread out between Mutiny Bay and Foulweather Bluff (Marilyn Armbruster, Heidi Bruns Shank)"
2024-10-23,23:42:00,47.99668,-122.62399,25,211844,"[Orca Network] J Pod northbound, spread out north to south (Cindi Crowder Rausch)"
2024-10-24,0:02:00,48.02919,-122.63375,25,211845,"[Orca Network] J Pod northbound, audible on hydrophone (Jennifer Taylor, Danielle Lanxon)"
2024-10-24,0:13:00,48.03653,-122.6389,25,211846,"[Orca Network] J Pod northbound, still audible on hydrophone (Nikol Damato)"
2024-10-24,0:37:00,48.03034,-122.64577,25,211848,"[Orca Network] J Pod appears to have flipped southbound (Marilyn Armbruster, Cindi Crowder Rausch)"
2024-10-24,0:40:00,48.05352,-122.64199,25,211847,"[Orca Network] Some J Pod calls still audible on Bush Point hydrophone (Nikol Damato, Kevin Phillips)<br><br>Submitted by a Cascadia Trusted Observer Via Webmap"
2024-10-24,0:40:00,48.05352,-122.64199,25,211847,"[Orca Network] Some J Pod calls still audible on Bush Point hydrophone (Nikol Damato, Kevin Phillips)"
2024-10-24,0:55:00,48.01909,-122.63285,25,211850,"[Orca Network] J Pod southbound (Marilyn Armbruster, Cindi Crowder Rausch)"
2024-10-24,1:23:00,48.02231,-122.63525,25,211851,[Orca Network] Trailing members of J Pod southbound (Heidi Bruns Shank)
2024-10-24,3:50:00,47.86395,-122.40275,25,211853,"[Orcasound] J pod, calls heard (human listeners).

Example clip -- https://live.orcasound.net/reports/cand_02y3B8npMPq1MykM9YD8ZT"
2024-10-24,14:49:00,47.88384,-122.37028,25,211856,"[Orca Network] J Pod in Possession Triangle, no direction of travel given (Alice Thuy Talbot)"
2024-10-24,15:15:00,47.87873,-122.38947,25,211857,[Orca Network] J Pod foraging (Alice Thuy Talbot)
2024-10-24,15:43:00,47.87205,-122.42122,25,211858,"[Orca Network] J Pod slowly southbound (Kim P, Rachel Haight)"
2024-10-24,17:05:00,47.78484,-122.44771,25,211861,"[Orca Network] J Pod spread out across ferry lanes, midchannel to west of mid, trending southeast (Ashley Alecci Goninan)"
2024-10-24,17:10:00,47.86196,-122.41242,25,211862,[Orca Network] Members of J Pod trailing southbound (Jim Pasola)
2024-10-24,17:16:00,47.85759,-122.44744,25,211863,"[Orca Network] J Pod spread out, surface active (Jim Pasola)"
2024-10-24,17:35:00,47.86375,-122.42855,25,211867,"[Orca Network] J Pod foraging, surface active, trending north (Jim Pasola)"
2024-10-24,17:50:00,47.88667,-122.45482,25,211873,[Orca Network] J Pod traveling northwest (Jim Pasola)
2024-10-24,18:21:00,47.88459,-122.42426,25,211874,"[Orca Network] J Pod spread out in Possession Triangle (Jim Pasola, Sarah Crumb)"
2024-10-24,18:28:00,47.87025,-122.45465,25,211875,"[Orca Network] J Pod surface active, facing north (Alice Thuy Talbot, Sarah Crumb)"
2024-10-24,18:45:00,47.88626,-122.40452,25,211876,"[Orca Network] J Pod foraging (Sarah Crumb, Jim Pasola)"
2024-10-24,18:51:00,47.87608,-122.3853,25,211877,[Orca Network] Members of J Pod trending south near research vessel (Sarah Crumb)
2024-10-24,18:56:00,47.87539,-122.45396,25,211878,[Orca Network] J Pod spread out (Alice Thuy Talbot)
2024-10-24,19:17:00,47.87412,-122.45036,25,211885,"[Orca Network] J Pod still with research boat, no direction of travel given (Justin Goslin)"
2024-10-24,19:41:00,47.8691,-122.42167,25,211889,"[Orca Network] J pod surface active, heading east/northeast. Calls on Sunset Bay hydrophone (Justin Goslin)"
2024-10-24,20:21:00,47.88712,-122.37592,25,211891,"[Orca Network[ J pod trending north spread out (Justin Goslin, Aubrey Rae)"
2024-10-24,20:43:00,47.8839,-122.39498,25,211895,[Orca Network] J pod southbound (Aubrey Rae)
2024-10-24,21:25:00,47.85753,-122.39875,25,211901,[Orca Network] J pod foraging (Alice Thuy Talbot)
2024-10-24,22:05:00,47.85154,-122.41695,25,211904,"[Orca Network] J pod foraging, trending southwest (Alice Thuy Talbot)"
2024-10-24,22:14:00,47.84117,-122.4475,25,211906,[Orca Network] J pod southbound (Julie Harris Martin)
2024-10-24,22:53:00,47.81495,-122.44235,25,211910,[Orca Network] J pod southbound (Conner Helms)
2024-10-24,23:14:00,47.80066,-122.42931,25,211912,[Orca Network] J pod southbound (Conner Helms)
2024-10-24,23:30:00,47.77551,-122.42759,8,211913,[Orca Network] J pod slowly southbound. At least 6-8 females/juveniles here (Alisa Lemire Brooks)
2024-10-24,23:35:00,47.82049,-122.45643,5,211914,"[Orca Network] J pod southbound, trailers here (Alice Thuy Talbot)"
2024-10-24,23:50:00,47.81103,-122.46501,5,211917,"[Orca Network] J pod slowly southbound. Trailers, including large males, here (Alisa Lemire Brooks, Sara Frey)"
2024-10-24,23:51:00,47.77044,-122.43274,8,211916,[Orca Network] J pod slowly southbound. Leaders here (Alisa Lemire Brooks)
2024-10-25,0:09:00,47.78682,-122.45849,5,211919,"[Orca Network] J pod southbound, trailers now south of the ferry lanes (Sue Surowiec Larkin)"
2024-10-25,0:30:00,47.79985,-122.45523,25,211921,[Orca Network] J pod northbound (Kathie Baxter)
2024-10-25,16:26:00,47.77325,-122.44639,25,211931,[Orca Network] Probable J pod northbound (Ashley Alecci Goninan)
2024-10-25,16:54:00,47.80131,-122.44428,25,211935,[Orca Network] Probable J pod northbound in ferry lanes (Jenny Kils)
2024-10-25,17:10:00,47.7875,-122.44174,25,211937,"[Orca Network] Eastbound ferry to Edmonds got the best seat in the house, They looked to be right on them, stalled and then proceeded very slowly, big breaches right after the ferry departed them (Ashley Alecci Goninan)"
2024-10-25,19:00:00,47.85915,-122.43834,25,211942,"[Orca Network] Jpod, steady northbound (Jim Pasola)"
2024-10-25,19:20:00,47.87043,-122.45722,25,211943,"[Orca Network] Jpod, non-directonal (Jim Pasola)"
2024-10-25,19:35:00,47.88328,-122.46164,25,211945,"[Orca Network] Jpod, northbound (Jim Pasola)"
2024-10-25,20:00:00,47.89249,-122.46113,25,211946,"[Orca Network] Jpod, northbound (Jim Pasola)"
2024-10-25,20:21:00,47.89894,-122.47057,25,211948,"[Orca Network] Jpod, northwest bound (Tamara Kelley)"
2024-10-25,20:27:00,47.90953,-122.474,25,211949,"[Orca Network] Jpod, northbound towards Admiralty (Alice Thuy Talbot)"
2024-10-25,20:40:00,47.91804,-122.48533,25,211950,"[Orca Network] Jpod, northbound, entering Admiralty (Jim Pasola)"
2024-10-25,21:00:00,47.92977,-122.48396,25,211951,"[Orca Network] Jpod, northbound (Jim Pasola)"
2024-10-25,21:35:00,47.94196,-122.48911,25,211954,"[Orca Network] Jpod, trending north, surface active (Howard Garrett, Jim Pasola, Jayn Goldsen)"
2024-10-25,22:05:00,47.93748,-122.49632,25,211955,"[Orca Network] Jpod, flipped southbound (Jim Pasola, Jenny Klis)"
2024-10-25,22:55:00,47.87809,-122.47084,25,211957,"[Orca Network] J pod here. Some southbound, others facing multiple directions (Alice Thuy Talbot)"
2024-10-25,23:15:00,47.85045,-122.44998,25,211958,[Orca Network] J pod trending south (Sara Frey)
2024-10-25,23:42:00,47.88362,-122.40444,25,211959,"[Orca Network] J pod here, no direction of travel given (Samiksha Gulrajani)"
2024-10-25,23:42:00,47.88362,-122.40444,25,211959,"[Orca Network] J pod here, no direction of travel given (Samiksha Gulrajani)<br><br>Submitted by a Cascadia Trusted Observer Via Webmap"
2024-10-25,23:45:00,47.84883,-122.40844,25,211960,"[Orca Network] J pod here, possibly southbound (Amy K. Fowler)"
2024-10-26,0:15:00,47.87993,-122.42046,25,211963,"[Orca Network] J pod foraging spread out, calls on Sunset Bay hydrophone (Alisa Lemire Brooks, Serena Tierra)"
2024-10-26,0:20:00,47.82602,-122.39135,1,211961,"[Orca Network] Humpback and likely minke close together, no direction of travel given (Alisa Lemire Brook)"
2024-10-26,0:36:00,47.8767,-122.42767,25,211964,[Orca Network] J pod facing east (Amy K. Fowler)
2024-10-26,1:00:00,47.86382,-122.37317,25,211969,"[Orcasound] J pod, calls heard from 1745-1815 (orcasound listneners)"
2024-10-26,1:00:00,47.86313,-122.37763,25,211968,"[Orcasound] J pod, clear calls from 1745-1815, including S01, S04, S07, S10, S42, and S44 (human listeners)

https://live.orcasound.net/reports/cand_02y4FFOb1Wp5cUv1BUTYmo"
2024-10-26,1:10:00,47.87532,-122.39557,25,211967,[Orca Network] J pod foraging spread out (Alisa Lemire Brooks)
2024-10-26,17:37:00,47.59108,-122.42269,25,211981,[Orca Network] Likely J pod northbound spread out. Trailers here (Lisa Claydon)
2024-10-26,17:53:00,47.63575,-122.45737,25,211984,[Orca Network] Likely J pod northbound (Mary Hartmann)
2024-10-26,18:25:00,47.63275,-122.46201,3,211987,"[Orca Network] J pod northbound, likely trailers here (Brent Cullimore)"
2024-10-26,18:50:00,47.68535,-122.45634,25,211988,"[Orca Network] J pod, at least 4 milling and drifting north (Diane Abbey)"
2024-10-26,19:21:00,47.68859,-122.45566,25,211995,"[Orca Network] J pod. No direction of travel given, had been northbound earlier (Jeff Meredith)"
2024-10-26,19:40:00,47.71216,-122.4536,25,211997,[Orca Network] J pod trending north (Sue Surowiec Larkin)
2024-10-26,19:54:00,47.73294,-122.43952,25,212000,[Orca Network] J pod northbound (Justin Goslin)
2024-10-26,20:13:00,47.76886,-122.45314,25,212003,"[Orca Network] J pod quickly northbound (Justin Goslin, Ashley Alecci Goninan)"
2024-10-26,20:23:00,47.78201,-122.46104,25,212006,[Orca Network] J pod quickly traveling northwest (Ashley Alecci Goninan)
2024-10-26,20:30:00,47.79054,-122.44662,25,212008,"[Orca Network] J pod milling, foraging (Ashley Alecci Goninan, Andrea Reinicke)"
2024-10-26,20:47:00,47.80231,-122.41813,25,212009,[Orca Network] J pod northbound (Catherine Alvarado Soto)
2024-10-26,21:00:00,47.80669,-122.4413,25,212011,"[Orca Network] J pod spread east to west across channel, surface active, steady northbound (Sara Frey, Elise Cranston)"
2024-10-26,21:15:00,47.82675,-122.43787,25,212013,"[Orca Network] J pod spread east to west across channel, northbound toward Possession (Sara Frey)"
2024-10-26,21:40:00,47.85071,-122.4492,25,212025,"[Orca Network] J pod spread out, northbound (Caitlin Emerson)"
2024-10-26,21:52:00,47.83896,-122.39461,25,212024,[Orca Network] J pod flipped southbound (Elise Cranston)
